          0           0    0.775975   0.0118055   0.0219892     1.07715
0.000718917 0.000706248    0.777033   0.0118055   0.0219892     1.07715
 0.00239908  0.00236253    0.779446   0.0118055   0.0219892     1.07715
 0.00488103  0.00482383    0.782992   0.0118055   0.0219892     1.07715
 0.00720995  0.00715192     0.78777   0.0118055   0.0219892     1.07715
 0.00901524  0.00897589    0.793823   0.0118055   0.0219892     1.07715
  0.0104495   0.0104446    0.801151   0.0236516   0.0439522     1.07514
  0.0125415   0.0126234    0.809882   0.0236516   0.0439522     1.07514
  0.0147626   0.0149785    0.819715   0.0236516   0.0439522     1.07514
  0.0168025   0.0171871    0.830781   0.0236516   0.0439522     1.07514
  0.0187774   0.0193768    0.843291   0.0236516   0.0439522     1.07514
  0.0207619   0.0216358    0.856839   0.0236516   0.0439522     1.07514
  0.0229299   0.0241761    0.871686   0.0236516   0.0439522     1.07514
  0.0258594   0.0277298    0.890935   0.0236516   0.0439522     1.07514
  0.0287936   0.0314254    0.908522   0.0355419   0.0658869     1.07295
  0.0324007   0.0361418    0.927268   0.0355419   0.0658869     1.07295
  0.0366588   0.0419389    0.947288   0.0355419   0.0658869     1.07295
  0.0415663   0.0489083    0.967296   0.0474804    0.087791     1.07057
  0.0469124   0.0568296    0.986337   0.0474804    0.087791     1.07057
  0.0527087   0.0657654     1.00386   0.0474804    0.087791     1.07057
  0.0590687   0.0759441     1.02029   0.0594709    0.109662     1.06802
  0.0660338   0.0874833     1.03518   0.0594709    0.109662     1.06802
  0.0734233    0.100129     1.04875   0.0715175    0.131498     1.06527
  0.0812585    0.113945     1.06107   0.0836242    0.153296     1.06233
  0.0896172    0.129097     1.07227   0.0836242    0.153296     1.06233
  0.0982801    0.145197     1.08206   0.0957952    0.175054     1.05918
   0.107425    0.162574     1.09066    0.108035    0.196768     1.05583
   0.117039    0.181203     1.09805    0.120347    0.218437     1.05227
   0.127036    0.200897     1.10415    0.132737    0.240056     1.04848
   0.137561    0.221918     1.10906    0.132737    0.240056     1.04848
   0.148779    0.244585     1.11312     0.14521    0.261624     1.04446
   0.159989    0.267412     1.11549    0.157769    0.283135      1.0402
   0.171053    0.290043     1.11664    0.183168    0.325978     1.03091
   0.180449    0.309287     1.11655    0.183168    0.325978     1.03091
   0.193879     0.33675     1.11518    0.208978    0.368553     1.02052
   0.204802    0.358982     1.11283    0.222052    0.389729     1.01487
   0.215315     0.38022     1.10924    0.235245    0.410825      1.0089
   0.227663    0.404881     1.10353    0.248565    0.431835      1.0026
    0.23728    0.423805     1.09744    0.248565    0.431835      1.0026
   0.248345    0.445181     1.08854    0.262017    0.452755     0.99593
   0.257108     0.46174     1.07957    0.275611    0.473577    0.988884
    0.26548    0.477197     1.06927    0.289351    0.494295    0.981434
