     3.4959  -0.0109457  0.00756444      3.5209           0           0
     3.5232  -0.0107415  0.00740517      3.5482           0           0
    3.55053  -0.0105414   0.0072424     3.57553           0           0
    3.57772  -0.0103467  0.00707588     3.60272           0           0
    3.60012  -0.0101897  0.00693979     3.62512           0           0
    3.62735   -0.010003  0.00676584     3.65235           0           0
    3.65973 -0.00978651  0.00662338     3.67954           0           0
    3.68037 -0.00964996  0.00662338     3.70537           0           0
    3.70679 -0.00947957  0.00617633     3.73179           0           0
    3.73376  -0.0093142  0.00621482     3.75876           0           0
    3.76072 -0.00914587  0.00625306     3.78572           0           0
    3.79248 -0.00894984  0.00605942     3.81748           0           0
    3.81406 -0.00882061  0.00589993     3.83906           0           0
    3.84035  -0.0086666  0.00585938     3.86535           0           0
    3.86668 -0.00851394   0.0056943     3.89168           0           0
    3.89291 -0.00836568  0.00565227     3.91791           0           0
    3.92442 -0.00819027  0.00543728     3.94942           0           0
     3.9511 -0.00804531  0.00543728      3.9761           0           0
    3.97728 -0.00790567  0.00521342     4.00228           0           0
    3.99295   -0.007824  0.00521342     4.01795           0           0
    3.99295   -0.007824  0.00521342     4.01795           0           0
    3.99295   -0.007824  0.00521342     4.01795           0           0
    3.99295   -0.007824  0.00521342     4.01795           0           0
