  0.0113564   -0.134312   -0.294232   0.0363564           0           0
  0.0113564   -0.134312   -0.294184   0.0363564           0           0
  0.0113564   -0.134312   -0.294135   0.0363564           0           0
  0.0113564   -0.134312    -0.29408   0.0363564           0           0
  0.0113505    -0.13431   -0.292748   0.0363505           0           0
  0.0113602   -0.134313   -0.290205   0.0363602           0           0
   0.011363   -0.134314   -0.286391    0.036363           0           0
   0.011344   -0.134308   -0.281227    0.036344           0           0
  0.0113284   -0.134304    -0.27608   0.0363284           0           0
  0.0113274   -0.134303   -0.268578   0.0363274           0           0
  0.0113374   -0.134306   -0.259781   0.0363374           0           0
  0.0113419   -0.134307   -0.249714   0.0363419           0           0
  0.0113283   -0.134304   -0.238628   0.0363283           0           0
  0.0113407   -0.134307   -0.226011   0.0363407           0           0
  0.0113483   -0.134308   -0.212495   0.0363483           0           0
  0.0113488   -0.134309   -0.194002   0.0363488           0           0
  0.0113371   -0.134306   -0.177622   0.0363395           0           0
   0.011325   -0.134304    -0.16005    0.036325           0           0
  0.0113461   -0.134308   -0.140956   0.0363461           0           0
  0.0113459   -0.134308   -0.120854   0.0363459           0           0
   0.011335   -0.134306  -0.0989109    0.036335           0           0
  0.0113283   -0.134306  -0.0746621   0.0363292           0           0
  0.0113283   -0.134306  -0.0558274   0.0363283           0           0
  0.0113282   -0.134306  -0.0414494   0.0363282           0           0
  0.0113281   -0.134306  -0.0248407   0.0363281           0           0
  0.0123835   -0.134322 -0.00900349   0.0373835           0           0
  0.0146572   -0.134324  0.00539325   0.0396572           0           0
  0.0181555   -0.134282   0.0180336   0.0431555           0           0
  0.0229322   -0.134166   0.0295895   0.0479322           0           0
  0.0303189   -0.133899   0.0420775   0.0553189           0           0
  0.0378004   -0.133552   0.0508102   0.0628004           0           0
  0.0465337   -0.133075   0.0583144   0.0715337           0           0
  0.0565107   -0.132461   0.0645734   0.0815107           0           0
  0.0678022   -0.131702    0.069628   0.0928022           0           0
   0.080281   -0.130808    0.073405    0.105281           0           0
  0.0941979   -0.129767   0.0759692    0.119198           0           0
   0.109427   -0.128598   0.0772711    0.134427           0           0
   0.125964   -0.127317    0.077302    0.147669           0           0
   0.140182   -0.126223   0.0763077    0.165182           0           0
   0.158939   -0.124808   0.0740459    0.183939           0           0
   0.178605   -0.123382   0.0705895    0.203605           0           0
   0.199946   -0.121923   0.0657814    0.224946           0           0
   0.222991   -0.120456   0.0615758    0.247991           0           0
   0.246428   -0.119047   0.0587952    0.271428           0           0
   0.271068   -0.117618    0.057266    0.296068           0           0
   0.297266   -0.116128   0.0564605    0.322266           0           0
   0.324338   -0.114604   0.0560449    0.349338           0           0
   0.352791   -0.113011   0.0558445    0.377791           0           0
   0.382408   -0.111356   0.0557975    0.407408           0           0
   0.413578   -0.109615   0.0558616    0.438578           0           0
   0.445608   -0.107822   0.0559981    0.470608           0           0
   0.479195   -0.105936    0.056181    0.504195           0           0
   0.513911    -0.10398   0.0563886    0.538911           0           0
    0.54983   -0.101948   0.0566166     0.57483           0           0
   0.587095  -0.0998316   0.0568479    0.612095           0           0
    0.62615  -0.0976044   0.0570782     0.65115           0           0
   0.666672  -0.0952843   0.0573034    0.691672           0           0
   0.715732  -0.0924642   0.0575319    0.740732           0           0
   0.758153   -0.090018   0.0576727    0.783153           0           0
   0.801761  -0.0874975   0.0577967    0.826761           0           0
   0.846593  -0.0849017   0.0578751    0.871593           0           0
   0.892699  -0.0822294   0.0579163    0.917699           0           0
   0.938752  -0.0795588   0.0579245    0.963752           0           0
   0.984391  -0.0769143   0.0578091     1.00939           0           0
    1.02933  -0.0743196   0.0575154     1.05433           0           0
    1.07379  -0.0717699   0.0570197     1.09879           0           0
    1.11778  -0.0692734   0.0563336     1.14278           0           0
    1.16959  -0.0663776   0.0552929     1.19459           0           0
    1.21217  -0.0640426   0.0542608     1.23717           0           0
    1.25375  -0.0618087   0.0530426     1.27875           0           0
    1.30392  -0.0591861   0.0513843     1.32892           0           0
    1.34409  -0.0571498   0.0499199     1.36909           0           0
    1.38368  -0.0552021   0.0483643     1.40868           0           0
    1.42359  -0.0533029   0.0467239     1.44859           0           0
     1.4628   -0.051502   0.0450608      1.4878           0           0
    1.50143  -0.0497925   0.0433891     1.52643           0           0
    1.53941   -0.048175   0.0417418     1.56441           0           0
    1.57698  -0.0466359   0.0401458     1.60198           0           0
    1.61392  -0.0451804   0.0386199     1.63892           0           0
     1.6497  -0.0438238   0.0371725      1.6747           0           0
    1.68508  -0.0425324   0.0358099     1.71008           0           0
    1.72001  -0.0413042   0.0345077     1.74501           0           0
    1.76276  -0.0398609   0.0329957     1.78776           0           0
    1.79714   -0.038745   0.0318933     1.82214           0           0
    1.83094  -0.0376849    0.030821     1.85594           0           0
    1.86453  -0.0366663   0.0298063     1.88953           0           0
     1.8977  -0.0356934   0.0288551      1.9227           0           0
    1.93099  -0.0347476   0.0279483     1.95599           0           0
    1.96392  -0.0338413   0.0270993     1.98892           0           0
     1.9966  -0.0329685   0.0263046      2.0216           0           0
    2.02879  -0.0321339   0.0255411     2.05379           0           0
    2.06092   -0.031325   0.0248022     2.08592           0           0
    2.09292  -0.0305429   0.0240704     2.11792           0           0
    2.12472  -0.0297885   0.0233667     2.14972           0           0
    2.15627  -0.0290616   0.0227043     2.18127           0           0
    2.18774  -0.0283572   0.0220543     2.21274           0           0
    2.21889  -0.0276797   0.0214404     2.24389           0           0
     2.2499  -0.0270242   0.0208426      2.2749           0           0
    2.28686  -0.0262669   0.0201445     2.31186           0           0
    2.31762  -0.0256552    0.019629     2.34262           0           0
    2.34841  -0.0250585   0.0191245     2.37341           0           0
    2.37853  -0.0244901   0.0186191     2.40353           0           0
    2.40942  -0.0239227   0.0181128     2.43442           0           0
     2.4396  -0.0233834   0.0176325      2.4646           0           0
    2.46966  -0.0228595   0.0172221     2.49466           0           0
    2.49942  -0.0223532   0.0168016     2.52442           0           0
    2.52916  -0.0218598   0.0163704     2.55416           0           0
     2.5585  -0.0213857   0.0159573      2.5835           0           0
    2.58873  -0.0209093    0.015564     2.61373           0           0
    2.61815  -0.0204571   0.0151762     2.64315           0           0
    2.64735  -0.0200193   0.0148265     2.67235           0           0
    2.68286  -0.0195001   0.0144189     2.70786           0           0
    2.70654  -0.0191618   0.0141519     2.73154           0           0
    2.74146  -0.0186747   0.0137416     2.76646           0           0
    2.76492  -0.0183556   0.0134611     2.78992           0           0
     2.8005  -0.0178837   0.0130656      2.8255           0           0
    2.82909  -0.0175141    0.012789     2.85409           0           0
    2.85812   -0.017148   0.0124489     2.88312           0           0
    2.88197   -0.016854   0.0122169     2.90697           0           0
    2.91164   -0.016496   0.0119205     2.93664           0           0
    2.94107  -0.0161495   0.0116166     2.96607           0           0
    2.97519   -0.015759   0.0113046     2.99449           0           0
    3.00203  -0.0154584   0.0110917     3.02703           0           0
    3.03001  -0.0151574   0.0104269     3.05501           0           0
    3.05792  -0.0148648   0.0105406     3.08292           0           0
    3.08622  -0.0145696   0.0103119     3.11122           0           0
    3.11391  -0.0142871   0.0100781     3.13891           0           0
    3.13658  -0.0140607  0.00991107     3.16158           0           0
    3.16527  -0.0137797  0.00966751     3.19027           0           0
    3.19292  -0.0135147  0.00951839     3.21792           0           0
    3.22087  -0.0132515  0.00929022     3.24587           0           0
    3.24833  -0.0129993   0.0091088     3.27333           0           0
    3.27572  -0.0127528   0.0088701     3.30072           0           0
    3.30299  -0.0125128  0.00873467     3.32799           0           0
    3.33018  -0.0122773   0.0085971     3.35518           0           0
    3.35751  -0.0120454  0.00834378     3.38251           0           0
    3.38509  -0.0118179  0.00817053     3.41009           0           0
    3.41326  -0.0115898   0.0080233     3.43826           0           0
    3.44054  -0.0113731  0.00787332     3.46554           0           0
    3.46892  -0.0111518  0.00772042     3.49392           0           0
