           0            0     0.168599    0.0248496            0            0
 0.000977449  0.000165898     0.167648    0.0248496            0            0
  0.00319134  0.000538078     0.165454    0.0289911            0            0
   0.0061481   0.00102731     0.162499    0.0289911            0            0
   0.0109426   0.00180153     0.157696    0.0372743            0            0
   0.0159659   0.00258734     0.152651    0.0414159            0            0
   0.0232863   0.00368603     0.145302    0.0496991            0            0
   0.0301966   0.00467277     0.138364    0.0538407            0            0
   0.0400337   0.00599315      0.12849    0.0662655            0            0
   0.0489331   0.00710255     0.119552    0.0745487            0            0
   0.0585013   0.00820367     0.109602    0.0828319            0            0
   0.0708764   0.00948207    0.0961652    0.0952566            0            0
   0.0841049    0.0106602    0.0814499     0.107681            0            0
   0.0956208    0.0115254    0.0685226     0.120106            0            0
    0.107888      0.01229    0.0563336     0.132531            0            0
    0.124456    0.0131054    0.0423656     0.149097            0            0
     0.14264    0.0137541    0.0293305     0.165664            0            0
    0.157834     0.014132    0.0204033      0.18223            0            0
    0.178252    0.0144397    0.0100544     0.202938            0            0
    0.199793    0.0145561  0.000976562     0.223646            0            0
    0.217938    0.0145264  -0.00447518     0.244354            0            0
    0.241329    0.0143454   -0.0107644     0.265062            0            0
     0.26653    0.0140052   -0.0159723     0.289911            0            0
    0.287804    0.0136344   -0.0188861     0.310619            0            0
    0.315711    0.0130663   -0.0215844     0.339611            0            0
    0.338292    0.0125687   -0.0224932      0.36446            0            0
    0.366933    0.0119193   -0.0226412     0.393451            0            0
    0.395565    0.0112841   -0.0215291     0.422442            0            0
    0.419267    0.0107993   -0.0193845      0.44315            0            0
    0.447188    0.0103053    -0.015777     0.472142            0            0
    0.469433   0.00999794   -0.0118604      0.49285            0            0
    0.497202   0.00972727  -0.00781252     0.521841            0            0
     0.51841   0.00958204  -0.00589993     0.542549            0            0
    0.544736   0.00944738  -0.00452814      0.57154            0            0
    0.566303   0.00934946  -0.00452814     0.592248            0            0
    0.593081   0.00921719  -0.00556727     0.617097            0            0
     0.61386   0.00909642  -0.00605942     0.637805            0            0
    0.635135   0.00896932  -0.00589993     0.658513            0            0
    0.660278   0.00882345   -0.0056943     0.683363            0            0
    0.679869   0.00871346  -0.00552428     0.704071            0            0
     0.70566   0.00857363   -0.0053041      0.72892            0            0
    0.725307   0.00846771  -0.00548095     0.749628            0            0
    0.751259   0.00832636  -0.00534886     0.774478            0            0
    0.775856   0.00819577   -0.0053041     0.799327            0            0
    0.795772   0.00809265  -0.00502717     0.820035            0            0
     0.82088   0.00796015   -0.0056943     0.844885            0            0
    0.840737   0.00784389  -0.00601994     0.865593            0            0
    0.867268   0.00768991  -0.00539325     0.890442            0            0
    0.887402   0.00759884  -0.00365396      0.91115            0            0
    0.911797   0.00754537 -0.000690534        0.936            0            0
    0.935942    0.0075807   0.00378221     0.960849            0            0
    0.955906   0.00770302    0.0084573     0.981557            0            0
    0.976908   0.00794077    0.0141855      1.00414  8.57638e-06   0.00414159
     1.00388   0.00843186     0.022387      1.02899  0.000420214    0.0289911
     1.02716   0.00904839     0.030549      1.05381   0.00144906    0.0538407
     1.05487    0.0100387    0.0410563      1.07861   0.00309448    0.0786903
     1.08283    0.0113508    0.0529571      1.10747   0.00579204     0.107681
     1.10484     0.012638    0.0638843      1.13214   0.00876938     0.132531
     1.13144    0.0145306    0.0784527      1.15673    0.0123588     0.157381
     1.15657    0.0167091    0.0945185      1.18122     0.016558      0.18223
     1.17577    0.0186647     0.108478      1.20155    0.0205213     0.202938
     1.19848    0.0213442     0.126731      1.22179    0.0249047     0.223646
     1.21527    0.0236165     0.142377      1.23791    0.0287125     0.240212
     1.23543    0.0267161     0.163139      1.25797     0.033847      0.26092
     1.25079    0.0293904      0.18151      1.27394     0.038253     0.277487
     1.26862    0.0328752     0.205098      1.28983     0.042923     0.294053
     1.28472    0.0364256     0.229424      1.30565    0.0478556     0.310619
     1.29729    0.0395088     0.251663      1.31745    0.0517266     0.323044
     1.30825    0.0424545      0.27352      1.32921     0.055744     0.335469
      1.3224    0.0466428     0.301805      1.34481    0.0613272     0.352035
     1.33526    0.0508212     0.326712      1.35644    0.0656837      0.36446
     1.35173    0.0566898     0.357723      1.37187    0.0717166     0.381027
     1.36882    0.0633754     0.387251      1.39102    0.0796158     0.401734
     1.38397    0.0697581     0.410463      1.40621    0.0862195     0.418301
     1.40324    0.0784647     0.437905      1.42504    0.0948266     0.439009
     1.41947     0.086271     0.458503      1.43998     0.101992     0.455575
     1.44054    0.0970023     0.483392      1.46216     0.113201     0.480425
     1.46218     0.108695     0.506715      1.48405     0.124958     0.505274
     1.47989     0.118727     0.524181      1.49848     0.133097     0.521841
     1.50106     0.131264     0.545174      1.51986      0.14575      0.54669
     1.51728     0.141276      0.56098      1.53744     0.156698     0.567398
     1.53777     0.154422      0.57957      1.55823     0.170312     0.592248
     1.55425     0.165396     0.595287      1.57529     0.182049     0.612956
     1.57486     0.179666     0.615941      1.59543     0.196595     0.637805
     1.59138     0.191581     0.634047      1.60866     0.206569     0.654372
     1.61053     0.205991     0.656376      1.62819     0.221938     0.679221
     1.62467     0.217102     0.675221      1.64416     0.235112     0.699929
     1.64316     0.232294     0.700246      1.65986     0.248615     0.720637
      1.6568     0.244007     0.719079      1.67528     0.262439     0.741345
     1.67464     0.260009     0.743154      1.69041      0.27658     0.762053
     1.68832     0.272822     0.761791      1.70524     0.291031     0.782761
     1.70499     0.289086     0.784229      1.72264     0.308773     0.807611
     1.71892     0.303251     0.803273      1.73399     0.320839     0.824177
     1.73543     0.320761     0.826299      1.75064     0.339286     0.849026
     1.74773     0.334368     0.845312      1.76416     0.354971     0.869734
     1.76345     0.352538     0.870178      1.77735     0.370932     0.890442
     1.77844     0.370757      0.89462      1.79274     0.390441     0.915292
     1.79018     0.385673     0.912838      1.80519     0.406986        0.936
     1.80489     0.405177     0.936321      1.81968     0.427176     0.960849
     1.81673     0.421601     0.956379      1.82906     0.440833     0.977416
     1.83103     0.442425     0.981397      1.84046      0.45812     0.998124
     1.84099      0.45761     0.999357      1.85366      0.47917      1.02297
     1.85372     0.477925      1.02308      1.86634     0.500542      1.04782
     1.86663     0.499711      1.04838      1.87848     0.522222      1.07267
     1.87646       0.5172       1.0688      1.88819     0.540514      1.09338
     1.88607     0.535141      1.08932      1.89751     0.559004      1.11409
     1.89754     0.557781       1.1148      1.90819     0.581441      1.13894
     1.90621     0.575915      1.13463      1.91666     0.600336      1.15965
     1.91672      0.59924       1.1603      1.92631     0.623236       1.1845
     1.92454     0.617697       1.1801      1.93391     0.642497       1.2052
     1.93394     0.641376       1.2057      1.94251     0.665812      1.23005
     1.94266     0.665086       1.2308      1.95052     0.689334       1.2549
     1.94915     0.684021       1.2507      1.95675     0.709082      1.27561
      1.9568     0.708132      1.27609      1.96368     0.732945      1.30046
     1.96382     0.732355      1.30117      1.97002     0.756972      1.32531
     1.96893     0.751561      1.32096      1.97484     0.777109      1.34602
     1.97491     0.776322      1.34656      1.98008       0.8014      1.37087
     1.97918     0.795951      1.36645      1.98398     0.821737      1.39158
     1.98404     0.820982      1.39203      1.98811     0.846241      1.41642
      1.9874     0.840698      1.41187      1.99108     0.866734      1.43713
     1.99119     0.866478      1.43805      1.99409       0.8914      1.46198
     1.99365     0.886445      1.45806      1.99612     0.912008      1.48269
     1.99618      0.91168      1.48338        1.998     0.936786      1.50754
     1.99772     0.931419      1.50309      1.99909     0.957464      1.52825
     1.99911     0.956795      1.52861      1.99984     0.982302       1.5531
     1.99986     0.981979      1.55368      1.99997      1.00715      1.57795
           2      1.00243      1.57405      1.99961      1.02785      1.59865
     1.99961      1.02753      1.59918      1.99861      1.05268       1.6235
     1.99854      1.05338      1.62503      1.99699      1.07748      1.64835
     1.99728      1.07299      1.64461      1.99518      1.09811      1.66906
     1.99561      1.09284      1.66466      1.99293      1.11869      1.68977
     1.99276       1.1193       1.6913      1.98968      1.14333      1.71462
     1.99024      1.13854       1.7107       1.9865      1.16379      1.73533
     1.98636      1.16381       1.7362      1.98212      1.18825      1.76018
     1.98198      1.18819      1.76079      1.97714       1.2126      1.78503
     1.97702      1.21238      1.78549      1.97156      1.23681      1.80988
     1.97141      1.23665      1.81044      1.96537      1.26088      1.83473
     1.96642       1.2562      1.83059      1.95976      1.28081      1.85543
     1.95949      1.28098      1.85632      1.95249      1.30457      1.88028
     1.95346      1.30077      1.87691      1.94598      1.32423      1.90099
     1.94582      1.32396      1.90136      1.93763      1.34763      1.92584
     1.93747      1.34732      1.92624       1.9287      1.37082      1.95069
     1.92845      1.37074      1.95129       1.9192      1.39378      1.97554
     1.92078      1.38935      1.97138      1.91085      1.41273      1.99625
     1.91026      1.41331      1.99757      1.90032      1.43524       2.0211
     1.90215      1.43071      2.01678      1.89111      1.45379      2.04181
     1.89077      1.45375      2.04249      1.87956      1.47579      2.06665
     1.88151      1.47147      2.06237      1.86952       1.4939      2.08736
     1.86878       1.4945      2.08873      1.85698      1.51535      2.11221
      1.8591      1.51112      2.10804      1.84613      1.53298      2.13292
     1.84576      1.53287      2.13362      1.83262      1.55384      2.15777
     1.83232      1.55361       2.1581      1.82097      1.57097      2.17848
     1.82169      1.56926      2.17683      1.80653      1.59119      2.20333
     1.80755      1.58915      2.20099      1.79412      1.60776      2.22404
     1.79627      1.60431      2.21986      1.78136      1.62407      2.24474
     1.78132      1.62352      2.24421      1.76562       1.6433      2.26959
     1.76508      1.64335      2.27034       1.7494      1.66212      2.29444
     1.75242      1.65809      2.28983      1.73553       1.6775      2.31515
     1.73538      1.67706      2.31544      1.71846      1.69556         2.34
     1.71814      1.69531       2.3404      1.70096       1.7132      2.36485
     1.70057        1.713       2.3653      1.68302       1.7304       2.3897
     1.68625      1.72678      2.38523      1.66775      1.74438      2.41041
      1.6676      1.74393      2.41064      1.64905      1.76074      2.43526
     1.65247      1.75723      2.43068      1.63316      1.77402      2.45596
